Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
1025,Unknown Enemy 1025,Action,John Williams,Ananya Sharma,UK,2019,R,172,Tamil,6.08,249022,Teens,"A action movie directed by John Williams, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Action John Williams Ananya Sharma UK Tamil R Teens A action movie directed by John Williams, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1026,Unknown Enemy 1026,Comedy,Michael Brown,Ananya Sharma,UK,2017,U,147,Korean,8.63,63332,Kids,"A comedy movie directed by Michael Brown, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Michael Brown Ananya Sharma UK Korean U Kids A comedy movie directed by Michael Brown, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1027,Dreams of Tomorrow 1027,Drama,David Smith,Michael Johnson,South Korea,2025,U,105,Korean,9.26,229306,Family,"A drama movie directed by David Smith, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama David Smith Michael Johnson South Korea Korean U Family A drama movie directed by David Smith, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1028,Hidden Truth 1028,Adventure,John Williams,David Miller,Australia,2009,A,138,Japanese,2.99,479436,Kids,"A adventure movie directed by John Williams, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure John Williams David Miller Australia Japanese A Kids A adventure movie directed by John Williams, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1029,Dreams of Tomorrow 1029,Comedy,Vikram Singh,Michael Johnson,Japan,2004,R,144,Japanese,2.58,305605,Adults,"A comedy movie directed by Vikram Singh, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Vikram Singh Michael Johnson Japan Japanese R Adults A comedy movie directed by Vikram Singh, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1030,The Secret 1030,Action,Daniel Thomas,Ravi Kumar,South Korea,2023,R,120,Korean,9.55,340776,Kids,"A action movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Daniel Thomas Ravi Kumar South Korea Korean R Kids A action movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1031,Future City 1031,Animation,Raj Kumar,Ravi Kumar,France,2010,R,135,Hindi,6.22,415942,Family,"A animation movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Raj Kumar Ravi Kumar France Hindi R Family A animation movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1032,Unknown Enemy 1032,Documentary,James Anderson,Ananya Sharma,France,2011,U,105,Korean,8.56,66768,Teens,"A documentary movie directed by James Anderson, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary James Anderson Ananya Sharma France Korean U Teens A documentary movie directed by James Anderson, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1033,The Great Adventure 1033,Horror,Priya Sharma,David Miller,South Korea,2006,U/A,126,French,9.13,104701,Teens,"A horror movie directed by Priya Sharma, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Priya Sharma David Miller South Korea French U/A Teens A horror movie directed by Priya Sharma, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1034,Broken Dreams 1034,Adventure,Vikram Singh,Arjun Reddy,South Korea,2007,R,84,Telugu,4.78,395495,Family,"A adventure movie directed by Vikram Singh, starring Arjun Reddy. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Vikram Singh Arjun Reddy South Korea Telugu R Family A adventure movie directed by Vikram Singh, starring Arjun Reddy. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1035,Lost World 1035,Sci-Fi,Vikram Singh,Emily Brown,France,2022,PG-13,163,Korean,5.48,387799,Teens,"A sci-fi movie directed by Vikram Singh, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Vikram Singh Emily Brown France Korean PG-13 Teens A sci-fi movie directed by Vikram Singh, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1036,The Final Mission 1036,Horror,Priya Sharma,Michael Johnson,USA,2012,U/A,172,Korean,3.3,173523,Teens,"A horror movie directed by Priya Sharma, starring Michael Johnson. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Priya Sharma Michael Johnson USA Korean U/A Teens A horror movie directed by Priya Sharma, starring Michael Johnson. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1037,Dreams of Tomorrow 1037,Drama,Arjun Rao,Ananya Sharma,USA,2018,A,125,Japanese,2.86,487004,Teens,"A drama movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Arjun Rao Ananya Sharma USA Japanese A Teens A drama movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1038,Future City 1038,Thriller,Steven Martin,Tom Harris,India,2003,A,94,French,8.92,178148,Teens,"A thriller movie directed by Steven Martin, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Steven Martin Tom Harris India French A Teens A thriller movie directed by Steven Martin, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1039,Unknown Enemy 1039,Drama,Steven Martin,Tom Harris,USA,2002,U,103,French,8.44,145442,Teens,"A drama movie directed by Steven Martin, starring Tom Harris. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Steven Martin Tom Harris USA French U Teens A drama movie directed by Steven Martin, starring Tom Harris. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1040,Silent Killer 1040,Comedy,Steven Martin,David Miller,South Korea,2003,A,177,Spanish,7.97,273019,Kids,"A comedy movie directed by Steven Martin, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Steven Martin David Miller South Korea Spanish A Kids A comedy movie directed by Steven Martin, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1041,The Great Adventure 1041,Animation,Michael Brown,Robert King,USA,2009,PG,83,English,2.36,122908,Kids,"A animation movie directed by Michael Brown, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Michael Brown Robert King USA English PG Kids A animation movie directed by Michael Brown, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1042,The Last Hero 1042,Comedy,Arjun Rao,Daniel Scott,USA,2016,U,166,English,1.41,482007,Teens,"A comedy movie directed by Arjun Rao, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Arjun Rao Daniel Scott USA English U Teens A comedy movie directed by Arjun Rao, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
